gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],VF[7],VF[8],VF[9],VF[10],VF[11],VF[12],VF[13],VF[14],VF[15],VF[16],VF[17],VF[18],VF[19],VF[20],VF[21],VF[22],VF[23],VF[24],VF[25],VF[26],VF[27],VF[28],VF[29],VF[30],VF[31],VF[32],VF[33],VF[34],VF[35],VF[36],VF[37],VF[38],VF[39],VF[40],VF[41],VF[42],VF[43],VF[44],VF[45],VF[46],VF[47],VF[48]
45,0.880228,-3.71739,-3.7122,-3.70701,-3.70192,-3.69685,-3.69177,-3.68679,-3.58872,-3.58416,-3.5796,-3.57509,-3.57062,-3.56614,-3.56173,-3.46023,-3.45631,-3.4524,-3.44848,-3.44462,-3.44074,-3.43688,-3.33086,-3.32743,-3.32401,-3.32059,-3.3172,-3.31381,-3.31042,-3.19889,-3.19587,-3.19286,-3.18987,-3.18689,-3.1839,-3.18094,-3.06311,-3.06047,-3.05784,-3.0552,-3.05258,-3.04996,-3.04735,-2.92281,-2.92048,-2.91817,-2.91586,-2.91355,-2.91124,-2.90894
46,0.904506,-3.70341,-3.69819,-3.69298,-3.68783,-3.68272,-3.6776,-3.67241,-3.57642,-3.57181,-3.56721,-3.56266,-3.55816,-3.55365,-3.54919,-3.44964,-3.44566,-3.44168,-3.4377,-3.43377,-3.42983,-3.42591,-3.3216,-3.31811,-3.31463,-3.31114,-3.30771,-3.30426,-3.30082,-3.19077,-3.1877,-3.18463,-3.18158,-3.17855,-3.17551,-3.17249,-3.05599,-3.05329,-3.05061,-3.04791,-3.04523,-3.04256,-3.0399,-2.91656,-2.91418,-2.91181,-2.90944,-2.90709,-2.90474,-2.90238
47,0.929022,-3.68957,-3.68432,-3.67906,-3.67374,-3.66842,-3.66309,-3.65779,-3.5642,-3.55957,-3.55495,-3.55034,-3.54579,-3.54122,-3.5367,-3.43906,-3.43501,-3.43097,-3.42692,-3.42294,-3.41896,-3.41498,-3.31234,-3.3088,-3.30526,-3.30172,-3.29822,-3.29472,-3.29122,-3.18263,-3.17952,-3.1764,-3.17328,-3.1702,-3.1671,-3.16401,-3.04885,-3.04609,-3.04334,-3.0406,-3.03787,-3.03513,-3.03242,-2.91027,-2.90785,-2.90543,-2.90301,-2.90061,-2.89821,-2.89581
48,0.953778,-3.6758,-3.67032,-3.66484,-3.65939,-3.65396,-3.64861,-3.64337,-3.55211,-3.54743,-3.54275,-3.53808,-3.53346,-3.52883,-3.52423,-3.42849,-3.42438,-3.4203,-3.4162,-3.41216,-3.40812,-3.40408,-3.3031,-3.29949,-3.2959,-3.2923,-3.28873,-3.28518,-3.28162,-3.1745,-3.17132,-3.16815,-3.16497,-3.16182,-3.15868,-3.15553,-3.04168,-3.03887,-3.03606,-3.03326,-3.03048,-3.0277,-3.02492,-2.90396,-2.90148,-2.89902,-2.89656,-2.8941,-2.89165,-2.8892
49,0.978776,-3.66172,-3.65614,-3.65058,-3.6452,-3.63982,-3.63446,-3.62911,-3.54007,-3.53532,-3.53058,-3.52584,-3.52114,-3.51643,-3.51179,-3.41797,-3.41379,-3.40965,-3.4055,-3.40138,-3.39727,-3.39317,-3.29386,-3.29017,-3.28653,-3.28288,-3.27924,-3.27562,-3.27201,-3.16635,-3.1631,-3.15988,-3.15664,-3.15343,-3.15023,-3.14703,-3.03447,-3.03162,-3.02876,-3.0259,-3.02307,-3.02024,-3.01741,-2.89763,-2.8951,-2.89258,-2.89007,-2.88757,-2.88507,-2.88257
50,1.00402,-3.64772,-3.6422,-3.63669,-3.6312,-3.62572,-3.62031,-3.61493,-3.52806,-3.52323,-3.5184,-3.5136,-3.50888,-3.50414,-3.49945,-3.40746,-3.40321,-3.399,-3.39479,-3.39061,-3.38645,-3.38229,-3.2846,-3.28086,-3.27715,-3.27344,-3.26974,-3.26606,-3.26239,-3.15818,-3.15487,-3.15158,-3.1483,-3.14503,-3.14177,-3.13852,-3.02726,-3.02434,-3.02144,-3.01853,-3.01563,-3.01275,-3.00988,-2.89127,-2.8887,-2.88613,-2.88356,-2.88102,-2.87847,-2.87592
51,1.02951,-3.63399,-3.62836,-3.62277,-3.61725,-3.61175,-3.60634,-3.60097,-3.51604,-3.51117,-3.50632,-3.50148,-3.49669,-3.4919,-3.48715,-3.39694,-3.39263,-3.38837,-3.3841,-3.37986,-3.37565,-3.37145,-3.27534,-3.27154,-3.26776,-3.26399,-3.26024,-3.2565,-3.25278,-3.14999,-3.14662,-3.14327,-3.13994,-3.13662,-3.13329,-3.13,-3.02003,-3.01705,-3.01409,-3.01114,-3.00819,-3.00525,-3.00232,-2.88489,-2.88227,-2.87966,-2.87704,-2.87443,-2.87184,-2.86925
52,1.05525,-3.62027,-3.61462,-3.60902,-3.6035,-3.598,-3.59256,-3.58714,-3.50412,-3.4992,-3.49429,-3.48939,-3.48454,-3.47968,-3.47488,-3.38644,-3.38207,-3.37776,-3.37344,-3.36915,-3.36488,-3.36061,-3.26607,-3.26221,-3.25837,-3.25455,-3.25074,-3.24694,-3.24317,-3.14178,-3.13836,-3.13496,-3.13156,-3.12819,-3.12481,-3.12146,-3.01277,-3.00975,-3.00672,-3.00372,-3.00073,-2.99773,-2.99475,-2.87849,-2.87581,-2.87315,-2.87049,-2.86784,-2.86518,-2.86255
53,1.08124,-3.60672,-3.60108,-3.59546,-3.5899,-3.58435,-3.57885,-3.57337,-3.49225,-3.48726,-3.48229,-3.47733,-3.47242,-3.4675,-3.46265,-3.37597,-3.37155,-3.36717,-3.36279,-3.35844,-3.35411,-3.34979,-3.25679,-3.25288,-3.24898,-3.2451,-3.24124,-3.23738,-3.23356,-3.13355,-3.13009,-3.12663,-3.12318,-3.11975,-3.11632,-3.1129,-3.00548,-3.00241,-2.99935,-2.99628,-2.99324,-2.99019,-2.98715,-2.87206,-2.86934,-2.86662,-2.86391,-2.86122,-2.85852,-2.85582
54,1.10748,-3.59334,-3.58765,-3.58198,-3.57636,-3.57074,-3.56514,-3.55953,-3.48039,-3.47534,-3.47031,-3.46529,-3.46035,-3.4554,-3.4505,-3.36551,-3.36103,-3.35659,-3.35216,-3.34775,-3.34338,-3.33902,-3.24751,-3.24355,-3.23959,-3.23566,-3.23174,-3.22782,-3.22395,-3.12532,-3.1218,-3.11829,-3.11477,-3.1113,-3.10782,-3.10434,-2.99819,-2.99506,-2.99195,-2.98883,-2.98573,-2.98264,-2.97955,-2.86559,-2.86283,-2.86007,-2.8573,-2.85456,-2.85182,-2.84908
55,1.13399,-3.58003,-3.57427,-3.56853,-3.56278,-3.55707,-3.55146,-3.54585,-3.46856,-3.46346,-3.4584,-3.45334,-3.44835,-3.44334,-3.43837,-3.35506,-3.35053,-3.34603,-3.34156,-3.3371,-3.33267,-3.32825,-3.23823,-3.23422,-3.23021,-3.22621,-3.22224,-3.21827,-3.21433,-3.11708,-3.11349,-3.10993,-3.10637,-3.10283,-3.0993,-3.09577,-2.99088,-2.98768,-2.98452,-2.98135,-2.9782,-2.97506,-2.97192,-2.85912,-2.8563,-2.85349,-2.85068,-2.84789,-2.84509,-2.84231
56,1.16075,-3.56671,-3.56084,-3.55504,-3.54929,-3.54358,-3.53792,-3.53227,-3.45681,-3.45166,-3.44654,-3.44142,-3.43635,-3.43128,-3.42627,-3.34463,-3.34006,-3.3355,-3.33097,-3.32646,-3.32197,-3.31749,-3.22895,-3.22488,-3.22082,-3.21676,-3.21274,-3.20872,-3.20472,-3.10882,-3.10518,-3.10156,-3.09795,-3.09435,-3.09077,-3.0872,-2.98354,-2.9803,-2.97707,-2.97386,-2.97066,-2.96745,-2.96427,-2.85262,-2.84975,-2.84689,-2.84403,-2.84119,-2.83835,-2.83552
57,1.18777,-3.55341,-3.54753,-3.54171,-3.53592,-3.53016,-3.52443,-3.51872,-3.44509,-3.43987,-3.43468,-3.42951,-3.4244,-3.41929,-3.41424,-3.33423,-3.3296,-3.32499,-3.32039,-3.31581,-3.31127,-3.30672,-3.21967,-3.21554,-3.21142,-3.2073,-3.20324,-3.19916,-3.1951,-3.10055,-3.09686,-3.09318,-3.08952,-3.08586,-3.08223,-3.0786,-2.97617,-2.97289,-2.96961,-2.96634,-2.96309,-2.95984,-2.9566,-2.84609,-2.84318,-2.84027,-2.83736,-2.83447,-2.83158,-2.8287
58,1.21506,-3.54024,-3.53432,-3.52845,-3.52258,-3.51677,-3.51098,-3.50523,-3.43336,-3.4281,-3.42287,-3.41766,-3.41251,-3.40736,-3.40225,-3.32383,-3.31914,-3.31446,-3.30981,-3.30516,-3.30057,-3.29597,-3.21039,-3.20619,-3.20203,-3.19785,-3.19372,-3.18959,-3.18547,-3.09226,-3.08852,-3.08478,-3.08107,-3.07736,-3.07367,-3.06999,-2.96879,-2.96546,-2.96213,-2.9588,-2.9555,-2.9522,-2.94891,-2.83954,-2.83657,-2.83362,-2.83066,-2.82772,-2.82479,-2.82186
59,1.24262,-3.52713,-3.52114,-3.51521,-3.50928,-3.50344,-3.49764,-3.49187,-3.4217,-3.4164,-3.41112,-3.40586,-3.40064,-3.39543,-3.39028,-3.31342,-3.30867,-3.30393,-3.29923,-3.29454,-3.28989,-3.28525,-3.2011,-3.19684,-3.19262,-3.18839,-3.1842,-3.18001,-3.17584,-3.08396,-3.08017,-3.07637,-3.0726,-3.06885,-3.06509,-3.06136,-2.9614,-2.958,-2.95463,-2.95125,-2.94789,-2.94454,-2.9412,-2.83297,-2.82995,-2.82695,-2.82395,-2.82096,-2.81797,-2.815
60,1.27044,-3.51404,-3.50799,-3.50204,-3.4961,-3.49023,-3.48438,-3.47855,-3.41009,-3.40473,-3.39939,-3.39408,-3.38881,-3.38357,-3.37838,-3.30302,-3.29821,-3.29342,-3.28867,-3.28394,-3.27923,-3.27453,-3.19179,-3.18747,-3.1832,-3.17892,-3.17467,-3.17043,-3.16621,-3.07564,-3.07179,-3.06795,-3.06411,-3.06031,-3.0565,-3.05272,-2.95398,-2.95053,-2.9471,-2.94367,-2.94026,-2.93686,-2.93347,-2.82637,-2.82331,-2.82025,-2.8172,-2.81417,-2.81113,-2.80811
61,1.29854,-3.50104,-3.49497,-3.48899,-3.48299,-3.47706,-3.47112,-3.46528,-3.39849,-3.39308,-3.38769,-3.38235,-3.37705,-3.37176,-3.36652,-3.29263,-3.28778,-3.28294,-3.27813,-3.27334,-3.26858,-3.26383,-3.18248,-3.17811,-3.17378,-3.16945,-3.16514,-3.16086,-3.15657,-3.06731,-3.0634,-3.05951,-3.05561,-3.05176,-3.0479,-3.04406,-2.94653,-2.94303,-2.93955,-2.93608,-2.93262,-2.92916,-2.92573,-2.81974,-2.81664,-2.81353,-2.81043,-2.80735,-2.80427,-2.8012
62,1.32691,-3.48813,-3.48202,-3.47595,-3.4699,-3.46394,-3.45799,-3.45212,-3.38692,-3.38148,-3.37606,-3.37067,-3.36532,-3.35998,-3.35467,-3.28226,-3.27735,-3.27245,-3.2676,-3.26275,-3.25794,-3.25315,-3.17317,-3.16875,-3.16435,-3.15997,-3.15561,-3.15127,-3.14694,-3.05896,-3.05499,-3.05105,-3.0471,-3.0432,-3.03929,-3.03539,-2.93906,-2.93552,-2.93198,-2.92845,-2.92495,-2.92144,-2.91796,-2.8131,-2.80993,-2.80679,-2.80364,-2.80051,-2.79739,-2.79427
63,1.35556,-3.47524,-3.46907,-3.46299,-3.45692,-3.45093,-3.44495,-3.43901,-3.37543,-3.36993,-3.36446,-3.35901,-3.35359,-3.34819,-3.34281,-3.27189,-3.26693,-3.26198,-3.25707,-3.25218,-3.24732,-3.24247,-3.16384,-3.15937,-3.15492,-3.15049,-3.14607,-3.14169,-3.1373,-3.0506,-3.04657,-3.04258,-3.03858,-3.03462,-3.03066,-3.02671,-2.93157,-2.92798,-2.9244,-2.92081,-2.91726,-2.91371,-2.91017,-2.80643,-2.80322,-2.80002,-2.79683,-2.79365,-2.79047,-2.78731
64,1.38449,-3.46242,-3.45624,-3.45012,-3.44402,-3.43796,-3.43193,-3.42595,-3.36395,-3.3584,-3.35286,-3.34735,-3.34186,-3.33642,-3.331,-3.26153,-3.25652,-3.25152,-3.24657,-3.24162,-3.2367,-3.2318,-3.15452,-3.14999,-3.14548,-3.141,-3.13653,-3.1321,-3.12767,-3.04222,-3.03814,-3.03409,-3.03005,-3.02602,-3.02202,-3.01802,-2.92407,-2.92042,-2.91679,-2.91316,-2.90955,-2.90595,-2.90235,-2.79973,-2.79648,-2.79323,-2.78999,-2.78677,-2.78354,-2.78033
65,1.41371,-3.44969,-3.44347,-3.43728,-3.43113,-3.42504,-3.41899,-3.413,-3.35248,-3.34686,-3.34125,-3.3357,-3.33017,-3.3247,-3.31924,-3.25118,-3.24613,-3.24107,-3.23606,-3.23106,-3.22609,-3.22112,-3.14518,-3.14061,-3.13605,-3.13152,-3.127,-3.12251,-3.11802,-3.03382,-3.0297,-3.02559,-3.0215,-3.01742,-3.01337,-3.00932,-2.91655,-2.91284,-2.90916,-2.90548,-2.90182,-2.89817,-2.89453,-2.79301,-2.78971,-2.78642,-2.78312,-2.77986,-2.77659,-2.77332
66,1.44321,-3.43699,-3.43073,-3.4245,-3.41834,-3.41222,-3.40615,-3.40011,-3.34099,-3.33534,-3.32969,-3.32411,-3.31854,-3.31301,-3.30749,-3.24085,-3.23573,-3.23062,-3.22555,-3.22049,-3.21547,-3.21046,-3.13584,-3.13122,-3.12661,-3.12202,-3.11745,-3.11291,-3.10837,-3.02541,-3.02124,-3.01707,-3.01293,-3.00881,-3.0047,-3.0006,-2.909,-2.90525,-2.90151,-2.89779,-2.89407,-2.89037,-2.88669,-2.78628,-2.78291,-2.77958,-2.77624,-2.77292,-2.76961,-2.7663
67,1.473,-3.42435,-3.41807,-3.41183,-3.40563,-3.39947,-3.39334,-3.38722,-3.32956,-3.32387,-3.31818,-3.31254,-3.30691,-3.30134,-3.29578,-3.2305,-3.22533,-3.22017,-3.21505,-3.20994,-3.20487,-3.19982,-3.1265,-3.12183,-3.11716,-3.11252,-3.1079,-3.1033,-3.09871,-3.01698,-3.01276,-3.00855,-3.00435,-3.00018,-2.99601,-2.99187,-2.90143,-2.89763,-2.89384,-2.89007,-2.88631,-2.88255,-2.87882,-2.77951,-2.77611,-2.77271,-2.76933,-2.76596,-2.7626,-2.75925
68,1.50308,-3.41181,-3.40549,-3.3992,-3.39295,-3.38671,-3.38052,-3.37435,-3.31817,-3.31242,-3.30668,-3.30099,-3.29533,-3.28971,-3.28411,-3.22016,-3.21494,-3.20972,-3.20456,-3.1994,-3.19428,-3.18917,-3.11716,-3.11243,-3.10771,-3.10301,-3.09834,-3.09368,-3.08905,-3.00855,-3.00427,-3.00001,-2.99576,-2.99154,-2.98731,-2.98313,-2.89384,-2.88999,-2.88616,-2.88232,-2.87852,-2.87472,-2.87094,-2.77271,-2.76927,-2.76583,-2.7624,-2.75899,-2.75557,-2.75218
69,1.53345,-3.39931,-3.39294,-3.38658,-3.38025,-3.37397,-3.36775,-3.36156,-3.30678,-3.30099,-3.29521,-3.28948,-3.28377,-3.2781,-3.27245,-3.20982,-3.20456,-3.19929,-3.19407,-3.18887,-3.1837,-3.17854,-3.1078,-3.10301,-3.09825,-3.09349,-3.08877,-3.08406,-3.07938,-3.00009,-2.99576,-2.99145,-2.98714,-2.98288,-2.9786,-2.97437,-2.88624,-2.88233,-2.87845,-2.87456,-2.87072,-2.86687,-2.86303,-2.7659,-2.7624,-2.75892,-2.75544,-2.75198,-2.74853,-2.74508
70,1.56413,-3.38682,-3.38038,-3.37397,-3.36761,-3.36131,-3.35506,-3.34884,-3.29543,-3.28959,-3.28377,-3.27798,-3.27222,-3.2665,-3.2608,-3.1995,-3.19418,-3.18887,-3.18359,-3.17834,-3.17313,-3.16792,-3.09843,-3.09359,-3.08877,-3.08397,-3.0792,-3.07444,-3.06971,-2.99163,-2.98724,-2.98288,-2.97852,-2.9742,-2.96988,-2.96559,-2.87861,-2.87465,-2.87072,-2.86679,-2.86289,-2.85899,-2.8551,-2.75907,-2.75551,-2.75199,-2.74846,-2.74495,-2.74146,-2.73796
71,1.5951,-3.37434,-3.36786,-3.36143,-3.35505,-3.34872,-3.3424,-3.33615,-3.28411,-3.27821,-3.27234,-3.26649,-3.26069,-3.2549,-3.24916,-3.18918,-3.18381,-3.17844,-3.17312,-3.16782,-3.16256,-3.15731,-3.08906,-3.08416,-3.0793,-3.07444,-3.06962,-3.06481,-3.06004,-2.98314,-2.9787,-2.97429,-2.96989,-2.96551,-2.96115,-2.9568,-2.87096,-2.86696,-2.86297,-2.859,-2.85503,-2.8511,-2.84716,-2.7522,-2.74861,-2.74503,-2.74146,-2.73791,-2.73436,-2.73083
72,1.62637,-3.36193,-3.35542,-3.34896,-3.34252,-3.33615,-3.32979,-3.32352,-3.27279,-3.26684,-3.26091,-3.25501,-3.24916,-3.24334,-3.23756,-3.17886,-3.17344,-3.16803,-3.16266,-3.15731,-3.152,-3.14669,-3.07968,-3.07473,-3.06982,-3.06491,-3.06004,-3.05518,-3.05035,-2.97464,-2.97015,-2.96569,-2.96123,-2.95681,-2.9524,-2.948,-2.86328,-2.85924,-2.8552,-2.85118,-2.84717,-2.84318,-2.83921,-2.74531,-2.74168,-2.73805,-2.73443,-2.73084,-2.72724,-2.72366
73,1.65796,-3.34958,-3.34302,-3.33652,-3.33003,-3.32364,-3.31725,-3.31091,-3.26148,-3.25547,-3.2495,-3.24356,-3.23767,-3.2318,-3.22598,-3.16855,-3.16308,-3.15762,-3.1522,-3.1468,-3.14144,-3.13608,-3.07029,-3.06529,-3.06033,-3.05536,-3.05045,-3.04554,-3.04067,-2.96612,-2.96159,-2.95707,-2.95257,-2.94809,-2.94363,-2.93918,-2.85559,-2.8515,-2.84741,-2.84334,-2.83929,-2.83524,-2.83123,-2.73841,-2.73472,-2.73105,-2.72738,-2.72374,-2.7201,-2.71647
74,1.68985,-3.33726,-3.33065,-3.32412,-3.3176,-3.31115,-3.30472,-3.29833,-3.25018,-3.24413,-3.23812,-3.23213,-3.22621,-3.22028,-3.21442,-3.15825,-3.15273,-3.14721,-3.14174,-3.13629,-3.13088,-3.12548,-3.0609,-3.05584,-3.05083,-3.04582,-3.04086,-3.03589,-3.03097,-2.95759,-2.95301,-2.94843,-2.94389,-2.93936,-2.93485,-2.93035,-2.84789,-2.84374,-2.83961,-2.83548,-2.83139,-2.82729,-2.82323,-2.73148,-2.72774,-2.72403,-2.72031,-2.71662,-2.71294,-2.70926
75,1.72205,-3.32498,-3.31834,-3.31176,-3.30519,-3.29869,-3.29221,-3.28576,-3.23891,-3.23281,-3.22676,-3.22072,-3.21475,-3.20879,-3.20288,-3.14794,-3.14237,-3.1368,-3.13128,-3.12578,-3.12032,-3.11488,-3.0515,-3.04639,-3.04133,-3.03626,-3.03126,-3.02624,-3.02127,-2.94904,-2.94441,-2.93979,-2.93519,-2.93061,-2.92606,-2.92151,-2.84016,-2.83595,-2.83178,-2.8276,-2.82346,-2.81932,-2.8152,-2.72452,-2.72074,-2.71697,-2.71322,-2.70948,-2.70575,-2.70204
76,1.75457,-3.31274,-3.30604,-3.29941,-3.2928,-3.28623,-3.27973,-3.27325,-3.22766,-3.22151,-3.21542,-3.20933,-3.20332,-3.19732,-3.19137,-3.13763,-3.13201,-3.12639,-3.12083,-3.11528,-3.10977,-3.10429,-3.04209,-3.03693,-3.03182,-3.02671,-3.02165,-3.01658,-3.01157,-2.94048,-2.9358,-2.93113,-2.92648,-2.92186,-2.91725,-2.91266,-2.83241,-2.82815,-2.82393,-2.81971,-2.81552,-2.81133,-2.80716,-2.71754,-2.71372,-2.7099,-2.7061,-2.70232,-2.69854,-2.69478
77,1.7874,-3.3005,-3.29377,-3.28708,-3.28043,-3.27383,-3.2673,-3.26079,-3.21642,-3.21023,-3.20409,-3.19797,-3.19191,-3.18586,-3.17986,-3.12732,-3.12165,-3.11599,-3.11038,-3.10479,-3.09923,-3.0937,-3.03267,-3.02746,-3.0223,-3.01714,-3.01203,-3.00692,-3.00185,-2.93191,-2.92717,-2.92246,-2.91776,-2.91309,-2.90843,-2.90379,-2.82463,-2.82034,-2.81606,-2.8118,-2.80755,-2.80332,-2.7991,-2.71054,-2.70667,-2.70281,-2.69895,-2.69513,-2.69131,-2.68751
78,1.82056,-3.28829,-3.28151,-3.27479,-3.26812,-3.26149,-3.25491,-3.24836,-3.20521,-3.19897,-3.19279,-3.18662,-3.18051,-3.17442,-3.16836,-3.11702,-3.1113,-3.10559,-3.09993,-3.0943,-3.08869,-3.08311,-3.02324,-3.01799,-3.01277,-3.00756,-3.0024,-2.99725,-2.99213,-2.92332,-2.91853,-2.91377,-2.90901,-2.9043,-2.89959,-2.89491,-2.81684,-2.8125,-2.80817,-2.80386,-2.79957,-2.79529,-2.79103,-2.70352,-2.69959,-2.6957,-2.69179,-2.68792,-2.68406,-2.6802
79,1.85405,-3.27611,-3.26931,-3.26255,-3.25584,-3.24917,-3.24254,-3.23597,-3.19401,-3.18772,-3.18149,-3.17528,-3.16911,-3.16298,-3.15687,-3.10672,-3.10095,-3.0952,-3.08949,-3.08381,-3.07816,-3.07253,-3.0138,-3.0085,-3.00324,-2.99798,-2.99277,-2.98757,-2.98241,-2.91471,-2.90987,-2.90506,-2.90026,-2.8955,-2.89074,-2.88602,-2.80903,-2.80464,-2.80026,-2.7959,-2.79157,-2.78724,-2.78294,-2.69647,-2.6925,-2.68855,-2.68461,-2.68069,-2.67678,-2.67288
80,1.88786,-3.26398,-3.25715,-3.25034,-3.24359,-3.23689,-3.23022,-3.22361,-3.18281,-3.17648,-3.1702,-3.16394,-3.15773,-3.15156,-3.14541,-3.09642,-3.0906,-3.08481,-3.07905,-3.07332,-3.06762,-3.06195,-3.00435,-2.99901,-2.99369,-2.98839,-2.98313,-2.97789,-2.97268,-2.90609,-2.9012,-2.89635,-2.89149,-2.88669,-2.88188,-2.87711,-2.8012,-2.79676,-2.79234,-2.78793,-2.78355,-2.77917,-2.77483,-2.68939,-2.68539,-2.68138,-2.6774,-2.67344,-2.66948,-2.66554
81,1.922,-3.25187,-3.245,-3.23816,-3.23137,-3.22464,-3.21792,-3.21127,-3.17163,-3.16525,-3.15892,-3.15262,-3.14637,-3.14016,-3.13397,-3.08612,-3.08026,-3.07441,-3.06861,-3.06284,-3.05709,-3.05138,-2.9949,-2.98951,-2.98414,-2.9788,-2.97349,-2.9682,-2.96294,-2.89745,-2.89251,-2.88761,-2.88271,-2.87786,-2.873,-2.86818,-2.79335,-2.78885,-2.78439,-2.77993,-2.77551,-2.77109,-2.76669,-2.6823,-2.67825,-2.6742,-2.67017,-2.66616,-2.66215,-2.65818
82,1.95647,-3.2398,-3.23289,-3.22602,-3.21918,-3.21241,-3.20565,-3.19895,-3.16045,-3.15403,-3.14766,-3.14132,-3.13502,-3.12878,-3.12255,-3.07582,-3.06991,-3.06402,-3.05817,-3.05235,-3.04656,-3.0408,-2.98544,-2.98,-2.97458,-2.96919,-2.96384,-2.9585,-2.95319,-2.8888,-2.88381,-2.87886,-2.87392,-2.86901,-2.86411,-2.85925,-2.78548,-2.78094,-2.77643,-2.77192,-2.76745,-2.76298,-2.75854,-2.67519,-2.67108,-2.667,-2.66291,-2.65887,-2.65482,-2.65079
83,1.99129,-3.22777,-3.22081,-3.2139,-3.207,-3.20019,-3.1934,-3.18665,-3.14929,-3.14283,-3.13641,-3.13004,-3.1237,-3.11741,-3.11114,-3.06553,-3.05957,-3.05363,-3.04773,-3.04187,-3.03603,-3.03023,-2.97596,-2.97048,-2.96502,-2.95958,-2.95418,-2.94879,-2.94344,-2.88013,-2.8751,-2.87009,-2.86511,-2.86015,-2.85521,-2.85029,-2.77758,-2.773,-2.76844,-2.76389,-2.75937,-2.75486,-2.75037,-2.66805,-2.66389,-2.65976,-2.65564,-2.65154,-2.64745,-2.64337
84,2.02644,-3.21575,-3.20874,-3.20179,-3.19486,-3.188,-3.18118,-3.17439,-3.13814,-3.13165,-3.12518,-3.11877,-3.11239,-3.10605,-3.09974,-3.05523,-3.04922,-3.04324,-3.03729,-3.03139,-3.0255,-3.01966,-2.96648,-2.96096,-2.95544,-2.94996,-2.94451,-2.93908,-2.93368,-2.87144,-2.86637,-2.86131,-2.85628,-2.85128,-2.84629,-2.84133,-2.76967,-2.76505,-2.76043,-2.75584,-2.75127,-2.74672,-2.74218,-2.66088,-2.65669,-2.65251,-2.64834,-2.64419,-2.64007,-2.63595
85,2.06194,-3.20375,-3.19669,-3.1897,-3.18274,-3.17584,-3.16899,-3.16217,-3.12701,-3.12047,-3.11396,-3.10751,-3.10109,-3.0947,-3.08835,-3.04493,-3.03888,-3.03285,-3.02686,-3.02091,-3.01498,-3.00909,-2.957,-2.95142,-2.94586,-2.94033,-2.93484,-2.92936,-2.92392,-2.86274,-2.85763,-2.85252,-2.84745,-2.84239,-2.83736,-2.83235,-2.76174,-2.75707,-2.75241,-2.74777,-2.74316,-2.73856,-2.73398,-2.65369,-2.64946,-2.64523,-2.64102,-2.63683,-2.63266,-2.6285
86,2.09778,-3.19177,-3.18467,-3.17764,-3.17065,-3.16371,-3.15683,-3.14998,-3.11589,-3.10931,-3.10276,-3.09625,-3.08979,-3.08336,-3.07698,-3.03463,-3.02853,-3.02246,-3.01642,-3.01043,-3.00445,-2.99852,-2.9475,-2.94188,-2.93627,-2.9307,-2.92515,-2.91963,-2.91415,-2.85403,-2.84887,-2.84371,-2.83859,-2.83349,-2.82842,-2.82336,-2.75379,-2.74907,-2.74437,-2.73968,-2.73502,-2.73038,-2.72576,-2.64649,-2.6422,-2.63794,-2.63367,-2.62945,-2.62522,-2.62102
87,2.13398,-3.17981,-3.17268,-3.16562,-3.15859,-3.15162,-3.14469,-3.13781,-3.10478,-3.09815,-3.09156,-3.08501,-3.07851,-3.07203,-3.06561,-3.02433,-3.01819,-3.01207,-3.00599,-2.99995,-2.99393,-2.98796,-2.938,-2.93233,-2.92667,-2.92105,-2.91546,-2.9099,-2.90437,-2.84531,-2.84009,-2.83489,-2.82972,-2.82458,-2.81946,-2.81435,-2.74583,-2.74105,-2.73631,-2.73157,-2.72687,-2.72218,-2.71751,-2.63926,-2.63492,-2.63062,-2.62631,-2.62204,-2.61777,-2.61353
88,2.17053,-3.16788,-3.16072,-3.15361,-3.14656,-3.13955,-3.13257,-3.12566,-3.09367,-3.087,-3.08037,-3.07378,-3.06724,-3.06072,-3.05426,-3.01402,-3.00784,-3.00168,-2.99555,-2.98947,-2.9834,-2.97739,-2.92849,-2.92277,-2.91706,-2.9114,-2.90577,-2.90016,-2.89458,-2.83657,-2.8313,-2.82606,-2.82084,-2.81565,-2.81048,-2.80534,-2.73784,-2.73301,-2.72823,-2.72344,-2.7187,-2.71396,-2.70925,-2.632,-2.62763,-2.62327,-2.61893,-2.61461,-2.6103,-2.606
89,2.20744,-3.15598,-3.14879,-3.14163,-3.13454,-3.12749,-3.12047,-3.11352,-3.08257,-3.07587,-3.06919,-3.06255,-3.05598,-3.04942,-3.04291,-3.00372,-2.9975,-2.99129,-2.98512,-2.97899,-2.97288,-2.96683,-2.91897,-2.9132,-2.90745,-2.90174,-2.89606,-2.89041,-2.88479,-2.82781,-2.82249,-2.81721,-2.81194,-2.80671,-2.8015,-2.79631,-2.72983,-2.72496,-2.72013,-2.7153,-2.71051,-2.70573,-2.70098,-2.62472,-2.62031,-2.6159,-2.61152,-2.60715,-2.60281,-2.59847
